Họ tên,Chức vị,Chuyên khoa,Bệnh viện,Link Profile
Bùi Văn Duy,Bác sĩ chuyên khoa I,Gây mê - điều trị đau,Khoa Ngoại tổng hợp - Bệnh viện Đa khoa Vinmec Hạ Long,/vie/chuyen-gia-y-te/bui-van-duy-43338-vi
Võ Công Định,Bác sĩ chuyên khoa I,Chẩn đoán hình ảnh,Bệnh viện Đa khoa Vinmec Cần Thơ,/vie/chuyen-gia-y-te/vo-cong-dinh
Trương Thục Liên,"Thạc sĩ Bác sĩ nội trú , Bác sĩ",Gây mê,Khoa Gây mê - Phòng mổ - Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/truong-thuc-lien-1
Nguyễn Thị Hoài Phương,Bác sĩ nội trú,Nhi,Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/nguyen-thi-hoai-phuong
Nguyễn Phi Tùng,Thạc sĩ Bác sĩ nội trú,Hồi sức - Cấp cứu,Khoa Hồi sức tích cực - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/nguyen-phi-tung-51551-vi
Võ Văn Tình,Bác sĩ nội trú,Ung bướu - Xạ trị,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/vo-van-tinh
Cao Thị Ngọc,Thạc sĩ Bác sĩ nội trú,Nha khoa Thẩm mỹ,Trung tâm Vinmec View Dental - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/cao-thi-ngoc
Nguyễn Đình Tùng,Bác sĩ nội trú,Ung bướu - Xạ trị,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-dinh-tung
Nguyễn Công Đăng,Bác sĩ nội trú,Xét nghiệm,Khoa Xét nghiệm - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-cong-dang
Dương Văn Mai,Thạc sĩ Bác sĩ nội trú,Ngoại nhi,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/duong-van-mai
Nguyễn Thị Hồng Nhi,Bác sĩ nội trú,Nội tổng quát,Khoa Nội tổng hợp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thi-hong-nhi
Lê Đức Anh,"Thạc sĩ Bác sĩ nội trú , Bác sĩ",Ung bướu - Xạ trị,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/le-duc-anh
Đặng Quang Hưng,Thạc sĩ Bác sĩ nội trú,Điện quang can thiệp,Phòng khám Đa khoa Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/dang-quang-hung-51525-vi
Nguyễn Thị Huỳnh Như,Bác sĩ nội trú,Nhi,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/nguyen-thi-huynh-nhu
Tạ Tuấn Anh,Thạc sĩ Bác sĩ nội trú,Ngoại chấn thương chỉnh hình,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/ta-tuan-anh
Tôn Nữ Trà My,"Thạc sĩ Bác sĩ nội trú , Bác sĩ",Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/ton-nu-tra-my-50952-vi
Trịnh Lê Hồng Minh,Thạc sĩ Bác sĩ nội trú,Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/trinh-le-hong-minh-50950-vi
Phạm Minh Quang,Bác sĩ chuyên khoa I,Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/pham-minh-quang
Nguyễn Nguyên Vũ,"Bác sĩ chuyên khoa I , Bác sĩ",Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/nguyen-nguyen-vu-51688-vi
Huỳnh Duy Thức,Bác sĩ chuyên khoa I,Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Phú Quốc,/vie/chuyen-gia-y-te/huynh-duy-thuc
Bùi Văn Duy,Bác sĩ chuyên khoa I,Gây mê - điều trị đau,Khoa Ngoại tổng hợp - Bệnh viện Đa khoa Vinmec Hạ Long,/vie/chuyen-gia-y-te/bui-van-duy-43338-vi
Võ Công Định,Bác sĩ chuyên khoa I,Chẩn đoán hình ảnh,Bệnh viện Đa khoa Vinmec Cần Thơ,/vie/chuyen-gia-y-te/vo-cong-dinh
Trương Thục Liên,"Thạc sĩ Bác sĩ nội trú , Bác sĩ",Gây mê,Khoa Gây mê - Phòng mổ - Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/truong-thuc-lien-1
Nguyễn Thị Hoài Phương,Bác sĩ nội trú,Nhi,Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/nguyen-thi-hoai-phuong
Nguyễn Phi Tùng,Thạc sĩ Bác sĩ nội trú,Hồi sức - Cấp cứu,Khoa Hồi sức tích cực - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/nguyen-phi-tung-51551-vi
Lê Đức Anh,"Thạc sĩ Bác sĩ nội trú , Bác sĩ",Ung bướu - Xạ trị,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/le-duc-anh
Đặng Quang Hưng,Thạc sĩ Bác sĩ nội trú,Điện quang can thiệp,Phòng khám Đa khoa Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/dang-quang-hung-51525-vi
Nguyễn Thị Huỳnh Như,Bác sĩ nội trú,Nhi,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/nguyen-thi-huynh-nhu
Tôn Nữ Trà My,"Thạc sĩ Bác sĩ nội trú , Bác sĩ",Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/ton-nu-tra-my-50952-vi
Trịnh Lê Hồng Minh,Thạc sĩ Bác sĩ nội trú,Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/trinh-le-hong-minh-50950-vi
Trần Thị Me Tâm,Bác sĩ nội trú,Chẩn đoán hình ảnh,Bệnh viện Đa khoa Vinmec Đà Nẵng,/vie/chuyen-gia-y-te/tran-thi-me-tam
Hoàng Vũ Khánh Hải,Bác sĩ nội trú,Gây mê,Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/hoang-vu-khanh-hai
Nguyễn Gia Tuấn,Bác sĩ nội trú,Nhi,Bệnh viện Đa khoa Vinmec Phú Quốc,/vie/chuyen-gia-y-te/nguyen-gia-tuan
Đinh Thị Tuyết,Bác sĩ nội trú,Khoa Sản,Phòng khám Đa khoa Quốc tế Vinmec Royal Island,/vie/chuyen-gia-y-te/dinh-thi-tuyet
Vũ Xuân Phước,Thạc sĩ Bác sĩ nội trú,Ngoại chấn thương chỉnh hình,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/vu-xuan-phuoc
Thiều Quang Quân,Thạc sĩ Bác sĩ nội trú,Nhi,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/thieu-quang-quan
Trần Thị Đài Trang,Thạc sĩ Bác sĩ nội trú,Y học cổ truyền,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/tran-thi-dai-trang
Nguyễn Thị Lan Anh,Thạc sĩ Bác sĩ nội trú,Hồi sức ngoại và Ghép tạng,Khoa Gây mê giảm đau - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thi-lan-anh
Nguyễn Thị Hằng,"Thạc sĩ Bác sĩ nội trú , Bác sĩ",Giải phẫu bệnh,Khoa Xét nghiệm - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thi-hang-51453-vi
Bùi Tiến Sĩ,Thạc sĩ Bác sĩ nội trú,Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/bui-tien-si
Trần Hồng Quân,Thạc sĩ Bác sĩ nội trú,Ngoại Thần kinh,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/tran-hong-quan
Nguyễn Thị Lan Anh,Thạc sĩ Bác sĩ nội trú,Hồi sức ngoại và Ghép tạng,Khoa Gây mê giảm đau - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thi-lan-anh
Nguyễn Thị Hằng,"Thạc sĩ Bác sĩ nội trú , Bác sĩ",Giải phẫu bệnh,Khoa Xét nghiệm - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thi-hang-51453-vi
Bùi Tiến Sĩ,Thạc sĩ Bác sĩ nội trú,Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/bui-tien-si
Trần Hồng Quân,Thạc sĩ Bác sĩ nội trú,Ngoại Thần kinh,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/tran-hong-quan
Nguyễn Quỳnh Giang,"Bác sĩ nội trú , Bác sĩ",Chẩn đoán hình ảnh,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/nguyen-quynh-giang-51123-vi
Nguyễn Hải Đăng,Thạc sĩ Bác sĩ nội trú,Ngoại Thần kinh,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-hai-dang
Ngô Lương Nghĩa,"Thạc sĩ Bác sĩ nội trú , Bác sĩ",Hồi sức ngoại và Ghép tạng,Khoa Gây mê giảm đau - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/ngo-luong-nghia-51706-vi
Vũ Thị Phương,"Thạc sĩ Bác sĩ nội trú , Bác sĩ",Giải phẫu bệnh,Khoa Xét nghiệm - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/vu-thi-phuong-51679-vi
Trương Mạnh Hùng,Thạc sĩ Bác sĩ nội trú,Ngoại chấn thương chỉnh hình,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/truong-manh-hung
Trần Quang Bằng,Bác sĩ nội trú,Nội tổng quát,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/tran-quang-bang
Nguyễn Thị Thu Huyền,Thạc sĩ Bác sĩ nội trú,Gây mê,Bệnh viện Đa khoa Vinmec Phú Quốc,/vie/chuyen-gia-y-te/nguyen-thi-thu-huyen-51393-vi
Hoàng Phú Quý,"Bác sĩ nội trú , Bác sĩ",Tim mạch,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/hoang-phu-quy
Vương Kim Ngân,Thạc sĩ Bác sĩ nội trú,Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/vuong-kim-ngan-51871-vi
Trần Thị Huệ,"Thạc sĩ Bác sĩ nội trú , Bác sĩ",Khoa Vú,Bệnh lý Vú - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/tran-thi-hue-51636-vi
Nguyễn Thị Nhân,Thạc sĩ Bác sĩ nội trú,Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thi-nhan-51868-vi
Bùi Thị Phương Thảo,"Thạc sĩ Bác sĩ nội trú , Bác sĩ",Khoa Vú,Bệnh lý Vú - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/bui-thi-phuong-thao-51637-vi
Huỳnh Phú An,"Bác sĩ nội trú , Bác sĩ",Ngoại Thần kinh,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/huynh-phu-an
Hoàng Thị Kim Khuyên,Thạc sĩ Bác sĩ nội trú,Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/hoang-thi-kim-khuyen-51867-vi
Nguyễn Thị Thu Giang,Bác sĩ nội trú,Ung bướu - Xạ trị,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/nguyen-thi-thu-giang
Trần Thị Hồng Nhung,Thạc sĩ Bác sĩ nội trú,Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/tran-thi-hong-nhung-51866-vi
Nguyễn Duy Nghĩa,Bác sĩ nội trú,Nội tổng quát,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/nguyen-duy-nghia
Nguyễn Vân Anh,Thạc sĩ Bác sĩ nội trú,Chẩn đoán hình ảnh,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/nguyen-van-anh-51366-vi
Tô Hưng Thụy,Thạc sĩ Bác sĩ nội trú,Can thiệp tim mạch,Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/to-hung-thuy
Khương Hải Yến,Thạc sĩ Bác sĩ nội trú,Gây mê - điều trị đau,Khoa Gây mê - Phòng mổ - Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/khuong-hai-yen
Võ Thanh Mai,Bác sĩ nội trú,N/A,Khoa Khám bệnh - Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/vo-thanh-mai
Phạm Ngọc Thảo,Bác sĩ nội trú,Nhi,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/pham-ngoc-thao
Võ Thị Thanh Kiều,Thạc sĩ Bác sĩ nội trú,Gây mê,Khoa Hồi sức Cấp cứu - Bệnh viện Đa khoa Vinmec Đà Nẵng,/vie/chuyen-gia-y-te/vo-thi-thanh-kieu
Trịnh Văn Dương,Bác sĩ nội trú,N/A,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/trinh-van-duong
Đồng Thị Dung,Thạc sĩ Bác sĩ nội trú,Nhi Nội tiết - Chuyển hoá di truyền,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/dong-thi-dung
Nguyễn Trung Kiên,Thạc sĩ,Nghiên cứu khoa học,Viện nghiên cứu Tế bào gốc và Công nghệ gen Vinmec,/vie/chuyen-gia-y-te/nguyen-trung-kien-51228-vi
Đỗ Khánh Hà,"Thạc sĩ , Bác sĩ",Nội Thần kinh,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/do-khanh-ha
Nguyễn Thị Huyền Trang,"Thạc sĩ , Bác sĩ",N/A,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/nguyen-thi-huyen-trang
Phạm Ngọc Hà,"Thạc sĩ , Bác sĩ",Sản phụ khoa,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/pham-ngoc-ha
Trần Ngọc Ly,Thạc sĩ,Tâm lý,Trung tâm Chăm sóc Sức khỏe Tinh Thần,/vie/chuyen-gia-y-te/tran-ngoc-ly-51006-vi
Đào Danh Vĩnh,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/dao-danh-vinh
Bùi Thị Hậu,Thạc sĩ,"Y học tái tạo (Tự kỷ bại não, Tế bào gốc)",Đơn nguyên Nội trú Y học tái tạo và trị liệu tế bào - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/bui-thi-hau-51005-vi
Nguyễn Hoàng Tùng,"Thạc sĩ , Bác sĩ",N/A,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/nguyen-hoang-tung
Nguyễn Duy Toản,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/nguyen-duy-toan
Nguyễn Thái Bảo,"Thạc sĩ , Bác sĩ",Y học cổ truyền,Trung tâm Y Học Cổ Truyền Vinmec - Sao Phương Đông,/vie/chuyen-gia-y-te/nguyen-thai-bao-51534-vi
Nguyễn Viết Thụ,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-viet-thu-50976-vi
Nguyễn Ngọc Bảo Ngân,Bác sĩ nội trú,Tim mạch,Bệnh viện Đa khoa Vinmec Phú Quốc,/vie/chuyen-gia-y-te/nguyen-ngoc-bao-ngan
Lương Công Hiếu,Bác sĩ nội trú,Tim mạch,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/luong-cong-hieu
Sầm Lưu Khánh Ngọc,Bác sĩ nội trú,Nội tổng quát,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/sam-luu-khanh-ngoc
Võ Thanh Mai,Bác sĩ nội trú,N/A,Khoa Khám bệnh - Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/vo-thanh-mai
Ngô Đức Tám,Thạc sĩ Bác sĩ nội trú,Ngoại Tim mạch,Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/ngo-duc-tam
Phạm Ngọc Thảo,Bác sĩ nội trú,Nhi,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/pham-ngoc-thao
Võ Thị Thanh Kiều,Thạc sĩ Bác sĩ nội trú,Gây mê,Khoa Hồi sức Cấp cứu - Bệnh viện Đa khoa Vinmec Đà Nẵng,/vie/chuyen-gia-y-te/vo-thi-thanh-kieu
Trịnh Văn Dương,Bác sĩ nội trú,N/A,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/trinh-van-duong
Đào Danh Vĩnh,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/dao-danh-vinh
Bùi Thị Hậu,Thạc sĩ,"Y học tái tạo (Tự kỷ bại não, Tế bào gốc)",Đơn nguyên Nội trú Y học tái tạo và trị liệu tế bào - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/bui-thi-hau-51005-vi
Nguyễn Hoàng Tùng,"Thạc sĩ , Bác sĩ",N/A,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/nguyen-hoang-tung
Nguyễn Duy Toản,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/nguyen-duy-toan
Nguyễn Thái Bảo,"Thạc sĩ , Bác sĩ",Y học cổ truyền,Trung tâm Y Học Cổ Truyền Vinmec - Sao Phương Đông,/vie/chuyen-gia-y-te/nguyen-thai-bao-51534-vi
Nguyễn Viết Thụ,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Trung tâm Chẩn đoán hình ảnh và Điện quang can thiệp - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-viet-thu-50976-vi
Dược sĩ  Phan Diệu Hiền,"Thạc sĩ , Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Vinmec Đà Nẵng,/vie/chuyen-gia-y-te/phan-dieu-hien-51528-vi
Phạm Văn Tấn,"Thạc sĩ , Bác sĩ",Ngoại Tiêu hoá,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/pham-van-tan
Đoàn Trung Hiệp,"Thạc sĩ , Bác sĩ",Ung bướu - Xạ trị,Khoa Xạ trị - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/doan-trung-hiep-50975-vi
Trần Thị Tuyết Trinh,Thạc sĩ,Nghiên cứu khoa học,Viện nghiên cứu Tế bào gốc và Công nghệ gen Vinmec,/vie/chuyen-gia-y-te/tran-thi-tuyet-trinh-51214-vi
Hà Thị Thu Hiên,"Thạc sĩ , Bác sĩ",Giải phẫu bệnh,Khoa Xét nghiệm - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/ha-thi-thu-hien-50983-vi
Nguyễn Thị Cẩm Vân,"Thạc sĩ , Bác sĩ",Hỗ trợ sinh sản,Trung tâm Sức khỏe phụ nữ - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thi-cam-van-4517-vi
Phan Thanh Tùng,"Thạc sĩ , Bác sĩ",Ngoại chấn thương chỉnh hình,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/phan-thanh-tung
Đặng Thị Thanh Tùng,"Thạc sĩ , Chuyên gia",Tâm lý,Trung tâm Chăm sóc Sức khỏe Tinh Thần,/vie/chuyen-gia-y-te/dang-thi-thanh-tung-4553-vi
Lê Thị Hà Châu,"Thạc sĩ , Bác sĩ",Y học cổ truyền,Trung tâm Y Học Cổ Truyền Vinmec - Sao Phương Đông,/vie/chuyen-gia-y-te/le-thi-ha-chau-51538-vi
Lê Thị Huyền,"Thạc sĩ , Kỹ thuật viên",Sản xuất tế bào,"Khối Sản xuất Tế bào, Trung tâm Công nghệ Cao Vinmec",/vie/chuyen-gia-y-te/le-thi-huyen-51542-vi
Bùi Thị Hồng Khang,"Thạc sĩ , Bác sĩ",Giải phẫu bệnh,Khoa Xét nghiệm - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/bui-thi-hong-khang-50987-vi
Ngô Quang Duy,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/ngo-quang-duy
Nguyễn Thị Phương Anh,"Thạc sĩ , Bác sĩ",Gây mê,Trung tâm Y học tái tạo & Trị liệu tế bào,/vie/chuyen-gia-y-te/nguyen-thi-phuong-anh-50990-vi
Lê Thái Bảo,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Khoa Hồi sức tích cực - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/le-thai-bao-4443-vi
Phạm Thị Kim Dung,"Thạc sĩ , Dược sĩ",Dược,Khoa Dược - Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/pham-thi-kim-dung-51197-vi
Nguyễn Thị Thanh Hoa,"Thạc sĩ , Bác sĩ",Nội Cơ Xương Khớp,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/thac-si-bac-si-nguyen-thi-thanh-hoa
Nguyễn Thị Mai Nhiên,"Thạc sĩ , Bác sĩ",Dinh dưỡng,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/thac-si-bac-si-nguyen-thi-mai-nhien
Nguyễn Quang Đức,"Thạc sĩ , Bác sĩ",Y học hạt nhân,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-quang-duc-51202-vi
Đặng Thái Tôn,"Thạc sĩ , Bác sĩ",Khoa Vú,Bệnh lý Vú - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/dang-thai-ton
Nguyễn Thị Linh,"Thạc sĩ , Dược sĩ",Dược,Bệnh viện Đa khoa Vinmec Phú Quốc,/vie/chuyen-gia-y-te/ths-ds-nguyen-thi-linh
Phan Quốc Dũng,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/phan-quoc-dung-51804-vi
Nguyễn Ngọc Quang,"Thạc sĩ , Bác sĩ",Hồi sức - Cấp cứu,Khoa Hồi sức tích cực - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-ngoc-quang-50957-vi
Nguyễn Thị Kim Mai,"Thạc sĩ , Bác sĩ","Y học tái tạo (Tự kỷ bại não, Tế bào gốc)",Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-thi-kim-mai-4335-vi
Nguyễn Văn Quyết,"Thạc sĩ , Bác sĩ",Khám sức khỏe tổng quát,Khoa Khám bệnh - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-van-quyet-4317-vi
Nguyễn Thục Vỹ,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Vinmec Nha Trang,/vie/chuyen-gia-y-te/nguyen-thuc-vy-51165-vi
Nguyễn Thị Xuân Mai,"Thạc sĩ , Điều dưỡng",Khám sức khỏe tổng quát,N/A,/vie/chuyen-gia-y-te/nguyen-thi-xuan-mai-51784-vi
Nguyễn Quang Đức,"Thạc sĩ , Bác sĩ",Y học hạt nhân,Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/nguyen-quang-duc-51202-vi
Nguyễn Thị Thu Hà,"Thạc sĩ , Bác sĩ",Sản phụ khoa,Bệnh viện Đa khoa Vinmec Smart City,/vie/chuyen-gia-y-te/nguyen-thi-thu-ha
Huỳnh Thị Trang,"Thạc sĩ , Bác sĩ",Da liễu,Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/huynh-thi-trang
An Thành Công,"Thạc sĩ , Bác sĩ",Gây mê - điều trị đau,Bệnh viện Đa khoa Quốc tế Vinmec Ocean Park 2,/vie/chuyen-gia-y-te/an-thanh-cong-4357-vi
Đặng Mạnh Cường,"Thạc sĩ , Bác sĩ",Chẩn đoán hình ảnh,Khoa Chẩn đoán hình ảnh - Bệnh viện Đa khoa Quốc tế Vinmec Central Park,/vie/chuyen-gia-y-te/dang-manh-cuong-50951-vi
Trần Thị Thu Hiền,Thạc sĩ,Gây mê,Khoa Gây mê giảm đau - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/tran-thi-thu-hien-4355-vi
Nguyễn Thị Thảo,"Thạc sĩ , Bác sĩ",Y học cổ truyền,Bệnh viện Đa khoa Vinmec Hải Phòng,/vie/chuyen-gia-y-te/nguyen-thi-thao
Đinh Văn Thuyết,"Thạc sĩ , Bác sĩ",Y học hạt nhân,Khoa Chẩn đoán hình ảnh và Y học hạt nhân - Bệnh viện Đa khoa Quốc tế Vinmec Times City,/vie/chuyen-gia-y-te/dinh-van-thuyet-4375-vi
